carat,c0lor,clarity,prise,cut
0.32,G,IF,954,Good
0.32,G,IF,954,Good
0.32,E,VVS1,954,Good
0.32,G,IF,954,Good
0.32,E,VVS1,954,Good
0.38,F,NA,954,Good
0.38,D,VS2,954,Good
0.41,E,VS1,954,Good
0.4,D,VS1,954,Good
0.33,F,VVS1,955,Good
0.33,F,VVS1,955,Good
0.33,F,VVS1,955,Good
0.33,F,VVS1,955,Good
0.33,D,VVS2,955,Good
0.33,F,VVS1,955,Good
0.33,F,VVS1,955,Good
0.33,F,VVS1,955,Good
0.33,D,VVS2,955,Good
0.38,G,VS2,955,Good
0.38,H,VS1,955,Good
0.38,D,VS1,955,Good
0.51,F,SI2,956,Fair
0.52,H,SI2,956,Fair
0.56,H,SI2,956,Fair
0.51,I,SI2,956,Fair
0.35,F,VVS2,956,Good
0.3,E,VVS1,956,Very Good
0.3,E,VVS1,956,Very Good
0.3,E,VVS1,956,Very Good
0.3,E,NA,956,Very Good
0.39,F,VS1,956,Good
0.34,E,VS2,956,Good
0.34,F,VS1,956,Good
0.34,G,VVS1,956,Good
0.3,E,VVS1,956,Very Good
0.3,E,VVS1,956,Very Good
0.34,F,VS1,956,Good
0.34,F,VS1,956,Good
0.3,G,IF,956,Very Good
0.3,E,VVS1,956,Very Good
0.3,E,VVS1,956,Very Good
0.3,E,VVS1,956,Very Good
0.51,J,SI1,956,Fair
0.39,G,VVS2,956,Good
0.39,F,NA,956,Good
0.35,H,VVS1,956,Good
0.34,G,VVS1,956,Good
0.34,G,VVS1,956,Good
0.34,E,VS2,956,Good
0.34,E,VS2,956,Good
0.34,E,VS2,956,Good
0.34,E,VS2,956,Good
0.34,E,VS2,956,Good
0.34,E,VS2,956,Good
0.34,E,NA,956,Good
0.34,E,VS2,956,Good
0.34,E,VS2,956,Good
0.34,E,VS2,956,Good
0.34,E,VS2,956,Good
0.34,E,VS2,956,Good
0.34,E,VS2,956,Good
0.34,E,VS2,956,Good
0.34,E,VS2,956,Good
0.3,G,IF,956,Very Good
0.3,G,IF,956,Very Good
0.3,G,IF,956,Very Good
0.3,G,IF,956,Very Good
0.3,G,IF,956,Very Good
0.3,G,IF,956,Very Good
0.3,G,IF,956,Very Good
0.3,G,IF,956,Very Good
0.3,G,IF,956,Very Good
0.3,G,NA,956,Very Good
0.3,G,IF,956,Very Good
0.3,G,IF,956,Very Good
0.3,G,IF,956,Very Good
0.3,G,IF,956,Very Good
0.3,G,IF,956,Very Good
0.51,I,SI2,956,Fair
0.51,F,SI2,956,Fair
0.7,G,I1,956,Fair
0.7,G,I1,956,Fair
0.7,G,I1,956,Fair
0.7,G,I1,956,Fair
0.7,G,I1,956,Fair
0.33,E,IF,957,Good
0.3,E,IF,957,Very Good
0.44,I,VVS2,957,Fair
0.56,J,NA,957,Fair
0.41,E,VVS1,957,Good
0.36,D,VVS2,957,Good
0.33,F,NA,957,Good
0.33,F,IF,957,Good
0.3,E,IF,957,Very Good
0.3,E,IF,957,Very Good
0.3,E,IF,957,Very Good
0.3,E,IF,957,Very Good
0.34,D,VVS1,957,Good
0.37,H,VVS2,957,Good
0.37,H,VVS2,957,Good
0.37,G,VS1,957,Good
0.37,G,NA,957,Good
0.37,G,NA,957,Good
0.37,G,VS1,957,Good
0.37,F,VS2,957,Good
0.37,F,VS2,957,Good
0.37,F,VS2,957,Good
0.37,F,VS2,957,Good
0.37,F,VS2,957,Good
0.37,F,VS2,957,Good
0.37,F,VS2,957,Good
0.37,F,VS2,957,Good
0.37,F,VS2,957,Good
0.37,F,VS2,957,Good
0.37,F,VS2,957,Good
0.37,F,VS2,957,Good
0.37,F,NA,957,Good
0.33,D,VS1,957,Good
0.31,E,IF,958,Very Good
0.5,D,SI2,958,Fair
0.5,D,SI2,958,Fair
0.42,E,VS2,958,Fair
0.42,E,VS2,958,Fair
0.42,E,VS2,958,Fair
0.42,E,VS2,958,Fair
0.42,E,VS2,958,Fair
0.39,F,VS1,958,Good
0.39,D,VS2,958,Good
0.39,D,VS2,958,Good
0.42,E,VS2,958,Fair
0.42,E,VS2,958,Fair
0.42,E,VS2,958,Fair
0.42,E,NA,958,Fair
0.39,G,NA,958,Good
0.42,E,VS2,958,Fair
0.42,E,VS2,958,Fair
0.42,E,VS2,958,Fair
0.42,E,VS2,958,Fair
0.39,F,VS1,958,Good
0.39,D,VS2,958,Good
0.42,E,VS2,958,Fair
0.42,E,VS2,958,Fair
0.5,H,SI2,958,Fair
0.5,H,SI2,958,Fair
0.32,F,IF,958,Good
0.31,E,IF,958,Very Good
0.4,E,VS1,959,Good
0.51,I,NA,959,Fair
0.34,F,VVS1,959,Good
0.55,H,SI2,959,Fair
0.35,G,IF,959,Good
0.35,G,IF,959,Good
0.5,J,SI1,959,Fair
0.31,F,VVS1,959,Very Good
0.31,F,VVS1,959,Very Good
0.31,F,VVS1,959,Very Good
0.31,F,VVS1,959,Very Good
0.31,F,VVS1,959,Very Good
0.33,H,IF,959,Good
0.33,H,IF,959,Good
0.33,H,IF,959,Good
0.4,E,VS1,960,Good
0.41,E,VS2,960,Good
0.41,G,VVS2,960,Good
0.37,F,VVS1,960,Good
0.4,F,VS1,960,Good
0.48,G,NA,960,Fair
0.4,G,SI1,960,Good
0.32,E,VS2,960,Good
0.42,G,VVS2,961,Fair
0.42,D,VS2,961,Fair
0.42,I,IF,961,Fair
0.42,I,IF,961,Fair
0.42,I,IF,961,Fair
0.34,D,VS1,961,Good
0.41,H,VVS2,961,Good
0.41,H,VVS2,961,Good
0.41,H,VVS2,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.24,F,VVS1,478,Fair
0.24,F,VVS1,478,Fair
0.24,F,NA,478,Fair
0.23,E,VVS1,478,Fair
0.24,E,VVS1,478,Fair
0.23,E,VVS1,478,Fair
0.23,E,VVS1,478,Fair
0.23,E,VVS1,478,Fair
0.23,E,VVS1,478,Fair
0.24,D,NA,478,Fair
0.23,D,VVS1,478,Fair
0.34,F,SI2,478,Fair
0.26,H,VVS2,478,Fair
0.35,J,VS1,478,Fair
0.26,G,VS1,478,Fair
0.23,D,VVS1,478,Fair
0.32,H,SI1,479,Fair
0.32,H,SI1,479,Fair
0.3,D,SI1,479,Fair
0.28,H,VVS1,480,Fair
0.25,E,VS2,480,Fair
0.25,F,VS1,480,Fair
0.27,I,NA,480,Fair
0.27,I,VVS2,480,Fair
0.33,I,VS2,480,Fair
0.33,I,VS2,480,Fair
0.27,H,NA,480,Fair
0.27,H,VS1,480,Fair
0.28,H,VVS1,480,Fair
0.32,J,SI1,480,Fair
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.41,G,VS1,961,Good
0.34,D,VS1,961,Good
0.39,E,VVS2,962,Good
0.42,G,VVS2,962,Fair
0.41,H,VS1,962,Good
0.38,G,VS1,962,Good
0.43,D,VS2,963,Fair
0.4,F,VVS2,963,Good
0.4,D,VS1,963,Good
0.42,G,NA,963,Fair
0.5,J,VS2,963,Fair
0.38,F,VVS2,963,Good
0.38,F,VVS2,963,Good
0.38,F,VVS2,963,Good
0.38,F,VVS2,963,Good
0.24,F,VVS1,963,Very Good
0.5,J,SI1,963,Fair
0.38,E,NA,963,Good
0.51,H,SI2,964,Fair
0.51,H,SI2,964,Fair
0.41,E,VS1,964,Good
0.41,E,VS1,964,Good
0.33,F,VVS1,964,Good
0.54,I,SI2,964,Fair
0.5,H,SI2,964,Fair
0.5,H,SI2,964,Fair
0.54,J,SI1,964,Fair
0.41,G,SI1,964,Good
0.41,G,NA,964,Good
0.35,D,VS2,964,Good
0.39,F,VVS2,965,Good
0.44,G,VS1,965,Fair
0.5,J,NA,965,Fair
0.5,I,SI1,965,Fair
0.55,J,SI1,965,Fair
0.3,D,VVS2,965,Very Good
0.3,D,VVS2,965,Very Good
0.33,H,NA,965,Good
0.33,H,NA,965,Good
0.33,H,VVS1,965,Good
0.33,H,VVS1,965,Good
0.33,G,VVS2,965,Good
0.33,G,VVS2,965,Good
0.33,G,VVS2,965,Good
0.33,G,VVS2,965,Good
0.33,G,VVS2,965,Good
0.33,G,NA,965,Good
0.33,G,VVS2,965,Good
0.33,G,VVS2,965,Good
0.33,G,VVS2,965,Good
0.33,G,VVS2,965,Good
0.33,G,VVS2,965,Good
0.33,G,VVS2,965,Good
0.33,G,VVS2,965,Good
0.33,G,NA,965,Good
0.33,G,VVS2,965,Good
0.33,G,VVS2,965,Good
0.33,G,VVS2,965,Good
0.33,G,VVS2,965,Good
0.3,F,VVS1,965,Very Good
0.49,H,VS2,965,Fair
0.33,G,VVS2,965,Good
0.35,F,VVS1,966,Good
0.42,F,SI1,966,Good
0.4,G,VS2,966,Good
0.4,G,VS2,966,Good
0.4,D,VS1,967,Good
0.4,D,VS1,967,Good
0.4,D,VS1,967,Good
0.38,H,VVS1,967,Good
0.38,H,NA,967,Good
0.38,H,VVS1,967,Good
0.4,G,VVS1,967,Good
0.34,F,VVS1,967,Good
0.34,F,VVS1,967,Good
0.34,D,NA,967,Good
0.34,D,VS2,967,Good
0.46,E,SI1,967,Fair
0.35,E,VVS1,967,Good
0.35,E,VVS1,967,Good
0.31,E,VS1,967,Very Good
0.32,E,IF,967,Good
0.36,E,VVS2,968,Good
0.4,H,VVS1,968,Good
0.46,E,SI1,968,Fair
0.38,E,VS2,968,Good
0.33,G,IF,968,Good
0.43,G,SI1,968,Fair
0.43,I,VVS1,968,Fair
0.43,I,VVS1,968,Fair
0.43,G,SI1,968,Fair
0.43,G,SI1,968,Fair
0.43,F,VS2,968,Fair
0.43,F,VS2,968,Fair
0.43,F,NA,968,Fair
0.43,F,VS2,968,Fair
0.43,F,VS2,968,Fair
0.43,F,VS2,968,Fair
0.43,G,SI1,968,Fair
0.42,H,VVS1,969,Good
0.48,G,SI1,969,Fair
0.55,J,VS1,969,Fair
0.41,F,SI1,969,Good
0.41,I,VS1,969,Good
0.41,I,VS1,969,Good
0.41,F,SI1,969,Good
0.41,F,SI1,969,Good
0.41,F,SI1,969,Good
0.41,F,SI1,969,Good
0.41,F,SI1,969,Good
0.41,F,SI1,969,Good
0.41,F,SI1,969,Good
0.41,F,SI1,969,Good
0.41,F,SI1,969,Good
0.41,E,SI1,969,Good
0.41,E,SI1,969,Good
0.41,E,SI1,969,Good
0.41,E,SI1,969,Good
0.41,E,SI1,969,Good
0.41,E,SI1,969,Good
0.41,E,SI1,969,Good
0.41,E,SI1,969,Good
0.41,E,SI1,969,Good
0.41,E,SI1,969,Good
0.41,E,SI1,969,Good
0.41,E,SI1,969,Good
0.41,E,SI1,969,Good
0.41,E,SI1,969,Good
0.41,E,SI1,969,Good
0.41,E,NA,969,Good
0.41,E,SI1,969,Good
0.41,E,SI1,969,Good
0.41,E,NA,969,Good
0.41,E,SI1,969,Good
0.31,E,VVS1,969,Very Good
0.38,G,SI1,969,Good
0.38,G,NA,969,Good
0.38,G,NA,969,Good
0.38,F,VS2,969,Good
0.38,F,VS2,969,Good
0.38,F,VS2,969,Good
0.38,G,NA,969,Good
0.4,H,SI1,969,Good
0.5,I,VS1,969,Fair
0.38,G,VVS1,970,Good
0.4,I,VVS2,970,Good
0.33,E,VVS2,970,Good
0.39,F,VS2,970,Good
0.43,E,VS1,970,Fair
0.44,F,SI1,970,Fair
0.42,D,SI1,970,Good
0.42,D,SI1,970,Good
0.42,D,SI1,970,Good
0.42,D,SI1,970,Good
0.42,D,NA,970,Good
0.44,E,SI1,970,Fair
0.44,E,NA,970,Fair
0.39,E,VVS2,971,Good
0.52,D,I1,971,Fair
0.39,F,VS1,971,Good
0.37,D,VVS2,971,Good
0.39,F,VS2,971,Good
0.37,E,VVS2,971,Good
0.36,D,VVS2,971,Good
0.41,H,VVS1,971,Good
0.33,G,VVS1,971,Good
0.4,F,NA,971,Good
0.42,G,SI2,971,Good
0.33,F,IF,971,Good
0.33,F,IF,971,Good
0.37,E,VS2,971,Good
0.37,E,VS2,971,Good
0.4,F,VVS2,972,Good
0.4,F,VVS2,972,Good
0.32,E,VS1,972,Good
0.32,E,VS1,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.32,E,VS1,972,Good
0.32,E,VS1,972,Good
0.32,E,VS1,972,Good
0.32,E,NA,972,Good
0.32,E,VS1,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.36,I,IF,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.32,D,NA,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.32,D,NA,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.32,D,NA,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.32,D,NA,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.32,D,VS2,972,Good
0.48,H,SI2,972,Fair
0.46,I,VS1,972,Fair
0.54,H,SI2,972,Fair
0.32,D,NA,972,Good
0.32,D,VS2,972,Good
0.32,D,VVS1,973,Good
0.32,D,VVS1,973,Good
0.38,G,NA,973,Good
0.34,E,VVS1,973,Good
0.34,E,VVS1,973,Good
0.53,I,SI2,973,Fair
0.51,G,SI2,973,Fair
0.46,I,VS1,974,Fair
0.41,F,VS1,974,Good
0.52,I,SI2,974,Fair
0.39,G,VVS2,974,Good
0.35,G,IF,974,Good
0.4,G,VVS2,974,Good
0.33,F,VVS2,974,Good
0.46,I,NA,974,Fair
0.34,G,IF,974,Good
0.34,G,IF,974,Good
0.34,G,IF,974,Good
0.34,G,IF,974,Good
0.34,G,IF,974,Good
0.34,G,NA,974,Good
0.34,G,IF,974,Good
0.34,G,IF,974,Good
0.34,G,IF,974,Good
0.34,G,IF,974,Good
0.34,G,IF,974,Good
0.34,G,IF,974,Good
0.34,G,IF,974,Good
0.34,G,IF,974,Good
0.44,F,SI2,974,Fair
0.38,E,VVS1,975,Good
0.38,H,VVS1,975,Good
0.52,F,SI2,975,Fair
0.31,F,VVS1,975,Very Good
0.31,F,VVS1,975,Very Good
0.43,F,NA,975,Fair
0.43,E,SI1,975,Fair
0.4,E,NA,975,Good
0.4,E,VS2,975,Good
0.4,E,NA,975,Good
0.4,E,VS2,975,Good
0.4,E,VS2,975,Good
0.4,E,VS2,975,Good
0.4,E,VS2,975,Good
0.4,E,VS2,975,Good
0.4,E,VS2,975,Good
0.4,E,VS2,975,Good
0.4,E,VS2,975,Good
0.4,E,NA,975,Good
0.4,E,VS2,975,Good
0.4,E,VS2,975,Good
0.4,E,VS2,975,Good
0.4,F,VS2,975,Good
0.52,H,SI2,975,Fair
0.5,F,SI1,975,Fair
0.39,E,VS2,975,Good
0.43,G,VVS2,976,Fair
0.43,G,VVS2,976,Fair
0.41,G,VS1,976,Good
0.3,G,NA,976,Very Good
0.43,D,VS2,976,Fair
0.51,J,SI1,977,Fair
0.4,D,VVS2,977,Good
0.4,D,VVS2,977,Good
0.4,G,VVS1,977,Good
0.32,D,VS1,977,Good
0.31,F,VVS2,977,Very Good
0.31,F,VVS2,977,Very Good
0.31,H,IF,977,Very Good
0.31,G,VVS1,977,Very Good
0.31,G,VVS1,977,Very Good
0.31,H,IF,977,Very Good
0.31,F,IF,977,Very Good
0.32,J,SI1,480,Fair
0.32,I,NA,480,Fair
0.32,I,SI2,480,Fair
0.32,J,SI1,480,Fair
0.29,E,VS1,481,Fair
0.28,H,VS1,481,Fair
0.34,D,SI2,481,Fair
0.28,F,NA,481,Fair
0.32,H,SI1,482,Fair
0.26,H,VS1,482,Fair
0.26,H,VS1,482,Fair
0.26,H,NA,482,Fair
0.26,H,VS1,482,Fair
0.26,H,VS1,482,Fair
0.35,J,VS1,483,Fair
0.3,J,VVS2,483,Fair
0.23,F,VS1,483,Fair
0.23,G,VVS1,484,Fair
0.23,G,VVS1,484,Fair
0.3,G,VS2,484,Fair
0.23,H,NA,484,Fair
0.3,G,VS2,484,Fair
0.4,I,SI2,484,Fair
0.3,F,VS2,484,Fair
0.3,F,VS2,484,Fair
0.24,E,VVS2,485,Fair
0.24,E,VVS2,485,Fair
0.24,E,VVS2,485,Fair
0.24,E,VVS2,485,Fair
0.24,E,VVS2,485,Fair
0.32,F,VVS1,977,Good
0.31,G,VVS1,977,Very Good
0.52,I,SI1,978,Fair
0.52,I,NA,978,Fair
0.52,I,SI1,978,Fair
0.45,J,NA,978,Fair
0.39,G,VVS1,978,Good
0.38,F,VS1,978,Good
0.33,D,VS1,978,Good
0.33,D,VS1,978,Good
0.54,J,SI2,978,Fair
0.33,F,IF,978,Good
0.5,G,SI2,978,Fair
0.7,G,I1,978,Fair
0.3,E,VVS1,979,Very Good
0.31,F,IF,979,Very Good
0.31,F,IF,979,Very Good
0.31,F,IF,979,Very Good
0.31,F,IF,979,Very Good
0.31,F,IF,979,Very Good
0.31,F,IF,979,Very Good
0.31,E,VVS2,979,Very Good
0.31,E,VVS2,979,Very Good
0.38,G,VVS1,979,Good
0.38,E,VS1,979,Good
0.38,E,VS1,979,Good
0.39,D,VS1,979,Good
0.46,G,SI1,979,Fair
0.35,G,IF,979,Good
0.35,G,NA,979,Good
0.35,G,IF,979,Good
0.32,H,IF,979,Good
0.5,D,SI2,979,Fair
0.3,D,VS1,979,Very Good
0.4,E,VS1,980,Good
0.36,H,IF,980,Good
0.49,F,SI2,980,Fair
0.4,G,VVS2,980,Good
0.4,G,VS2,980,Good
0.45,E,VS2,980,Fair
0.33,F,VVS1,980,Good
0.33,E,VVS2,981,Good
0.43,E,VS2,981,Fair
0.43,E,VS1,981,Fair
0.43,E,VS2,981,Fair
0.43,E,VS2,981,Fair
0.43,E,VS2,981,Fair
0.43,E,VS2,981,Fair
0.43,E,VS2,981,Fair
0.4,E,VVS2,981,Good
0.41,E,VS2,981,Good
0.31,D,VVS2,982,Very Good
0.31,D,VVS2,982,Very Good
0.31,D,VVS2,982,Very Good
0.31,D,VVS2,982,Very Good
0.31,F,VVS1,982,Very Good
0.31,D,VVS2,982,Very Good
0.4,F,VVS2,982,Good
0.4,G,VVS2,982,Good
0.4,G,VVS2,982,Good
0.4,D,VS2,982,Good
0.4,F,VS1,982,Good
0.4,D,VS2,982,Good
0.4,F,VS1,982,Good
0.4,F,VS1,982,Good
0.4,D,VS2,982,Good
0.4,F,VS1,982,Good
0.4,G,VVS2,982,Good
0.4,F,VS1,982,Good
0.4,G,VVS2,982,Good
0.4,F,VS1,982,Good
0.4,F,VS1,982,Good
0.4,G,VVS2,982,Good
0.4,F,VS1,982,Good
0.4,D,VS2,982,Good
0.4,D,VS2,982,Good
0.4,G,NA,982,Good
0.4,F,VS1,982,Good
0.4,F,VS1,982,Good
0.4,G,VVS2,982,Good
0.4,D,VS2,982,Good
0.4,F,VS1,982,Good
0.4,F,VS1,982,Good
0.4,F,VS1,982,Good
0.4,D,VS2,982,Good
0.4,D,VS2,982,Good
0.4,I,IF,982,Good
0.4,F,VS1,982,Good
0.4,F,VS1,982,Good
0.4,G,VVS2,982,Good
0.4,F,VS1,982,Good
0.4,D,VS2,982,Good
0.4,D,VS2,982,Good
0.4,I,IF,982,Good
0.4,D,VS2,982,Good
0.4,F,VS1,982,Good
0.4,D,VS2,982,Good
0.4,D,VS2,982,Good
0.4,G,NA,982,Good
0.55,J,SI1,982,Fair
0.5,I,SI1,982,Fair
0.5,I,SI1,982,Fair
0.5,I,SI1,982,Fair
0.41,E,VS2,982,Good
0.3,E,VVS1,982,Very Good
0.46,F,VS2,982,Fair
0.39,G,VS2,982,Good
0.32,D,VVS1,983,Good
0.5,G,SI2,983,Fair
0.37,D,VVS2,983,Good
0.46,H,VS1,983,Fair
0.38,D,VS1,983,Good
0.38,D,VS1,983,Good
0.38,D,VS1,983,Good
0.51,H,SI2,983,Fair
0.51,H,SI2,983,Fair
0.51,H,SI2,983,Fair
0.46,F,SI1,983,Fair
0.38,G,VS2,983,Good
0.38,I,VVS2,983,Good
0.38,H,VS1,983,Good
0.38,G,VS2,983,Good
0.38,G,VS2,983,Good
0.38,G,VS2,983,Good
0.38,G,VS2,983,Good
0.38,G,VS2,983,Good
0.38,G,VS2,983,Good
0.47,J,NA,983,Fair
0.36,F,NA,983,Good
0.39,H,VS2,983,Good
0.33,E,VVS1,984,Good
0.33,E,VVS1,984,Good
0.33,G,IF,984,Good
0.33,E,VVS1,984,Good
0.33,E,NA,984,Good
0.33,G,IF,984,Good
0.33,G,IF,984,Good
0.33,E,VVS1,984,Good
0.34,D,VVS2,984,Good
0.33,G,IF,984,Good
0.33,E,NA,984,Good
0.33,G,IF,984,Good
0.33,G,IF,984,Good
0.33,G,IF,984,Good
0.33,E,VVS1,984,Good
0.33,G,IF,984,Good
0.33,G,NA,984,Good
0.33,E,VVS1,984,Good
0.33,G,IF,984,Good
0.33,E,VVS1,984,Good
0.33,E,VVS1,984,Good
0.33,G,IF,984,Good
0.51,J,VS2,984,Fair
0.51,I,SI1,984,Fair
0.51,J,VS2,984,Fair
0.51,I,SI1,984,Fair
0.5,H,SI1,984,Fair
0.31,D,VVS1,984,Very Good
0.3,G,VS2,984,Very Good
0.34,G,NA,984,Good
0.32,F,IF,984,Very Good
0.35,E,NA,984,Good
0.35,E,VS2,984,Good
0.35,F,VS1,984,Good
0.35,E,VS2,984,Good
0.35,E,VS2,984,Good
0.35,E,NA,984,Good
0.42,H,VVS2,984,Good
0.42,H,VVS2,984,Good
0.42,H,VVS2,984,Good
0.42,H,VVS2,984,Good
0.42,G,VS1,984,Good
0.42,G,VS1,984,Good
0.42,G,VS1,984,Good
0.42,G,NA,984,Good
0.42,G,NA,984,Good
0.42,G,VS1,984,Good
0.42,G,NA,984,Good
0.42,G,VS1,984,Good
0.42,G,VS1,984,Good
0.42,G,VS1,984,Good
0.42,G,VS1,984,Good
0.42,G,NA,984,Good
0.42,G,VS1,984,Good
0.42,G,VS1,984,Good
0.42,G,NA,984,Good
0.42,G,VS1,984,Good
0.35,H,IF,984,Good
0.35,H,IF,984,Good
0.35,H,IF,984,Good
0.35,G,VVS1,984,Good
0.35,E,VS2,984,Good
0.35,E,VS2,984,Good
0.35,E,VS2,984,Good
0.35,E,VS2,984,Good
0.35,E,VS2,984,Good
0.35,E,VS2,984,Good
0.35,E,VS2,984,Good
0.35,E,VS2,984,Good
0.35,E,VS2,984,Good
0.35,E,NA,984,Good
0.35,E,NA,984,Good
0.35,E,NA,984,Good
0.35,E,VS2,984,Good
0.35,E,VS2,984,Good
0.53,E,NA,984,Fair
0.53,E,SI2,984,Fair
0.53,E,SI2,984,Fair
0.53,E,SI2,984,Fair
0.35,F,VS1,984,Good
0.5,J,VS1,984,Fair
0.3,E,NA,984,Very Good
0.43,H,SI1,984,Fair
0.43,F,SI1,984,Fair
0.41,H,SI1,984,Good
0.46,F,SI1,984,Fair
0.5,F,SI2,984,Fair
0.49,F,SI1,985,Fair
0.36,G,IF,985,Good
0.36,G,IF,985,Good
0.34,F,IF,985,Good
0.31,F,VVS1,985,Very Good
0.42,F,VS1,985,Good
0.42,F,VS1,985,Good
0.39,E,NA,985,Good
0.44,H,VVS1,986,Fair
0.33,E,VVS1,986,Good
0.41,G,VVS1,986,Good
0.41,D,NA,986,Good
0.44,E,VS2,987,Fair
0.31,E,IF,987,Very Good
0.47,D,SI1,987,Fair
0.47,D,SI1,987,Fair
0.37,F,VVS2,987,Good
0.39,F,VVS2,987,Good
0.43,H,VVS1,987,Good
0.31,E,IF,987,Very Good
0.31,E,IF,987,Very Good
0.31,E,NA,987,Very Good
0.5,I,VS2,987,Fair
0.47,E,SI1,987,Fair
0.38,F,VS1,988,Good
0.38,F,VS1,988,Good
0.38,I,IF,988,Good
0.4,E,VVS2,988,Good
0.4,E,VVS2,988,Good
0.4,E,VVS2,988,Good
0.4,E,VVS2,988,Good
0.4,E,VVS2,988,Good
0.39,F,VVS2,988,Good
0.39,F,VVS2,988,Good
0.39,F,VVS2,988,Good
0.39,F,VVS2,988,Good
0.39,F,NA,988,Good
0.51,J,VS1,988,Fair
0.38,F,VS1,988,Good
0.39,D,VS1,988,Good
0.51,J,SI1,988,Fair
0.31,E,VVS1,988,Very Good
0.31,E,VVS1,988,Very Good
0.31,E,VVS1,988,Very Good
0.31,E,NA,988,Very Good
0.31,E,VVS1,988,Very Good
0.32,D,VVS1,988,Very Good
0.31,G,IF,988,Very Good
0.31,G,IF,988,Very Good
0.31,G,IF,988,Very Good
0.31,G,IF,988,Very Good
0.31,G,IF,988,Very Good
0.31,G,IF,988,Very Good
0.31,G,NA,988,Very Good
0.31,G,IF,988,Very Good
0.31,G,IF,988,Very Good
0.31,G,IF,988,Very Good
0.31,G,NA,988,Very Good
0.31,G,IF,988,Very Good
0.34,H,IF,988,Good
0.31,D,VVS2,988,Very Good
0.41,D,VS1,989,Good
0.47,H,VS2,989,Fair
0.37,D,VS2,989,Good
0.5,J,SI1,990,Fair
0.39,F,VVS2,990,Good
0.4,F,VVS2,990,Good
0.41,E,VS1,990,Good
0.46,G,SI1,990,Fair
0.32,F,IF,990,Very Good
0.32,F,VVS1,990,Very Good
0.32,F,VVS1,990,Very Good
0.32,D,NA,990,Very Good
0.35,D,VS1,990,Good
0.32,F,VVS1,990,Very Good
0.32,F,NA,990,Very Good
0.32,F,VVS1,990,Very Good
0.32,F,VVS1,990,Very Good
0.32,F,VVS1,990,Very Good
0.32,F,VVS1,990,Very Good
0.44,G,SI1,990,Fair
0.44,G,SI1,990,Fair
0.44,G,SI1,990,Fair
0.24,E,VVS2,485,Fair
0.24,E,VVS2,485,Fair
0.24,E,VVS2,485,Fair
0.24,E,VVS2,485,Fair
0.24,E,VVS2,485,Fair
0.23,E,VVS2,485,Fair
0.24,E,VVS2,485,Fair
0.23,E,VVS2,485,Fair
0.23,E,VVS2,485,Fair
0.23,E,VVS2,485,Fair
0.23,E,VVS2,485,Fair
0.23,E,VVS2,485,Fair
0.23,E,VVS2,485,Fair
0.24,D,VVS2,485,Fair
0.23,D,NA,485,Fair
0.24,D,VVS2,485,Fair
0.24,D,VVS2,485,Fair
0.24,F,VVS1,485,Fair
0.24,F,VVS1,485,Fair
0.24,E,VVS1,485,Fair
0.24,E,VVS1,485,Fair
0.24,E,NA,485,Fair
0.24,E,VVS1,485,Fair
0.24,E,VVS1,485,Fair
0.24,E,VVS1,485,Fair
0.24,E,VVS1,485,Fair
0.24,E,VVS1,485,Fair
0.24,E,VVS1,485,Fair
0.23,E,VVS1,485,Fair
0.24,E,VVS1,485,Fair
0.44,I,VVS1,990,Fair
0.44,I,VVS1,990,Fair
0.44,I,VVS1,990,Fair
0.44,F,VS2,990,Fair
0.44,G,NA,990,Fair
0.44,G,NA,990,Fair
0.44,G,SI1,990,Fair
0.4,D,SI1,990,Good
0.4,D,SI1,990,Good
0.4,D,SI1,990,Good
0.4,D,SI1,990,Good
0.4,D,NA,990,Good
0.4,D,SI1,990,Good
0.4,D,SI1,990,Good
